"player","team","position","status","photo","event_points","form","now_cost","points_per_game","selected_by_percent","total_points","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","influence","creativity","threat","ict_index","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","starts_per_90","clean_sheets_per_90","cluster","rec"
"Hannibal Mejbri","Man Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p465527.png",0,0.5,4.3,2.2,0.1,11,131,1,0,1,1,0,0,0,1,0,0,0,48.2,29.8,13,9,0.02,0,0.33,0.35,2.39,0.69,0.69,0.69,5,"Not recommended"
"Kobbie Mainoo","Man Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p516895.png",1,1.8,4.4,2,0.2,12,446,0,0,2,5,0,0,0,1,0,0,0,83.8,30.8,15,13,0.01,0,0.04,0.05,1.96,1.01,1.21,0.4,5,"Not recommended"
"Scott McTominay","Man Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p195851.png",1,1.8,4.7,3.8,1.5,64,1110,5,0,5,16,0,0,0,0,0,0,5,340.4,78.8,334,75.5,0.3,0,0.02,0.32,1.77,1.3,0.97,0.41,2,"Not recommended"
"Facundo Pellistri Rebollo","Man Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p488404.png",0,0.5,4.3,1.4,0.2,13,164,0,1,0,2,0,0,0,0,0,0,0,47,19.3,66,13.3,0.28,0,0.21,0.49,2.29,1.1,0.55,0,1,"Not recommended"
"Marcus Rashford","Man Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p176297.png",7,3.2,8.4,3.2,11,60,1319,3,3,4,23,0,0,0,2,0,0,0,245,224,436,90.3,0.33,0,0.14,0.47,1.85,1.57,1.02,0.27,4,"Can be alternative"
"Daniel Gore","Man Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p504598.png",0,0.2,4.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.3,0,0,0,0,0,0,0,0,3,"Not recommended"
"Sofyan Amrabat","Man Utd","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p172912.png",0,0.5,5,1.4,0.1,14,610,0,0,1,8,0,0,0,3,0,0,0,100,65.8,4,17.1,0.01,0,0.03,0.04,1.63,1.18,1.03,0.15,5,"Not recommended"
"Miguel Almirón Rejala","Newcastle","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p179018.png",1,3.2,6.2,3,3.9,60,1336,3,1,5,21,0,0,0,1,0,0,4,240.2,238.7,307,78.3,0.26,0,0.06,0.32,1.63,1.41,1.15,0.34,2,"Not recommended"
"Elliot Anderson","Newcastle","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p215379.png",0,0,4.2,2.1,1.6,19,407,0,1,3,5,0,0,0,0,0,0,0,83.2,88.8,85,25.7,0.17,0,0.07,0.24,1.01,1.11,0.88,0.66,5,"Not recommended"
"Bruno Guimarães Rodriguez Moura","Newcastle","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p208706.png",1,2.8,5.8,2.7,2,52,1672,1,2,7,27,0,0,0,7,0,0,3,331.6,411.6,220,96.5,0.11,0,0.14,0.25,1.68,1.45,1.02,0.38,2,"Not recommended"
"Anthony Gordon","Newcastle","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p232826.png",5,3.5,6.1,5.1,18.9,97,1576,6,7,8,24,0,0,0,7,0,0,8,431.6,335.1,475,123.8,0.31,0,0.15,0.46,1.69,1.37,1.03,0.46,4,"Can be alternative"
"Joelinton Cássio Apolinário de Lira","Newcastle","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p180974.png",1,0.8,5.8,2.6,0.5,41,1133,2,1,3,19,0,0,0,5,0,0,3,247.8,248.8,165,66.1,0.17,0,0.05,0.22,1.86,1.51,1.11,0.24,2,"Not recommended"
"Sean Longstaff","Newcastle","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p180135.png",4,2.8,4.8,2.9,0.4,49,1174,2,3,6,19,0,0,0,5,0,0,0,251.2,191.9,186,63.1,0.15,0,0.14,0.29,1.89,1.46,0.92,0.46,2,"Not recommended"
"Jacob Murphy","Newcastle","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p114243.png",0,0,4.8,4.8,0.1,24,119,1,3,1,1,0,0,0,0,0,0,3,103.4,54.3,39,19.5,0.08,0,0.5,0.58,1.22,0.76,0.76,0.76,1,"Not recommended"
"Matt Ritchie","Newcastle","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p56983.png",0,0.2,4.3,0.9,0.2,6,103,0,0,0,4,0,0,0,1,0,0,0,18.6,5.2,52,7.6,0.2,0,0.03,0.23,3.57,3.5,0,0,3,"Not recommended"
"Sandro Tonali","Newcastle","Midfielder","suspended","https://resources.premierleague.com/premierleague/photos/players/250x250/p432422.png",0,0,5.2,2,1.1,16,437,1,0,1,5,0,0,0,2,0,0,0,81.8,105,50,23.8,0.13,0,0.1,0.23,1.37,1.03,1.03,0.21,5,"Not recommended"
"Joe Willock","Newcastle","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p200089.png",0,0,5.3,1.3,0.1,4,136,0,0,0,2,0,0,0,0,0,0,0,23.4,27.7,47,9.8,0.1,0,0.31,0.41,1.6,1.32,0.66,0,3,"Not recommended"
"Harvey Barnes","Newcastle","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p201666.png",0,0,6.2,2.8,1,17,183,1,1,1,2,0,0,0,1,0,0,2,57.6,29.9,53,14,0.41,0,0.29,0.7,1,0.98,0.98,0.49,1,"Not recommended"
"Lewis Miley","Newcastle","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p547719.png",0,2.2,4.5,2.7,0.2,24,658,1,1,1,13,0,0,0,1,0,0,1,116.4,99.2,124,33.9,0.17,0,0.12,0.29,2.37,1.78,1.09,0.14,5,"Not recommended"
"Amadou Diallo","Newcastle","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p248859.png",0,0,4.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Not recommended"
"Callum Hudson-Odoi","Nott'm Forest","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p209046.png",1,1.2,4.7,2.4,0.1,26,479,1,1,1,10,0,0,0,0,0,0,3,84.4,124.5,67,27.7,0.05,0,0.1,0.15,1.52,1.88,0.94,0.19,5,"Not recommended"
"Anthony Elanga","Nott'm Forest","Midfielder","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p449434.png",5,6,5.1,3.8,1.8,76,1358,4,6,1,26,0,0,0,1,0,0,4,367.8,261.9,417,104.5,0.19,0,0.17,0.36,1.51,1.72,0.93,0.07,4,"Can be alternative"
"Danilo dos Santos de Oliveira","Nott'm Forest","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p513046.png",2,1.5,5.3,1.4,0.1,18,657,0,0,0,16,0,0,0,1,0,0,0,52.6,39.1,26,11.7,0.04,0,0.02,0.06,1.49,2.19,0.96,0,5,"Not recommended"
"Morgan Gibbs-White","Nott'm Forest","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p222531.png",7,4,5.7,3.3,1.5,66,1686,2,5,3,31,0,0,0,4,0,0,4,319.4,561.5,274,115.5,0.18,0,0.16,0.34,1.51,1.65,0.96,0.16,4,"Can be alternative"
"Cheikhou Kouyaté","Nott'm Forest","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p55037.png",0,0.8,4.8,1,0,10,201,0,0,0,6,0,0,0,2,0,0,0,36,14.2,19,7,0.11,0,0.02,0.13,2.61,2.69,0.9,0,3,"Not recommended"
"Orel Mangala","Nott'm Forest","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p179519.png",0,0.8,5,2.1,0,37,1402,1,0,3,27,0,0,0,5,0,0,0,192.8,90.6,27,31,0.02,0,0.01,0.03,1.42,1.73,1.09,0.19,2,"Not recommended"
"Ryan Yates","Nott'm Forest","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p204968.png",2,1.8,4.8,1.4,0,24,896,0,0,1,19,0,0,0,3,0,0,1,141.4,57,114,31.1,0.11,0,0.04,0.15,1.62,1.91,0.8,0.1,5,"Not recommended"
"Nicolás Domínguez","Nott'm Forest","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p250199.png",9,2.5,5,3.3,0,36,737,2,0,3,12,0,0,0,1,0,0,5,167,54.4,138,36.1,0.11,0,0.04,0.15,1.32,1.47,1.22,0.37,2,"Not recommended"
"Ibrahim Sangaré","Nott'm Forest","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p210462.png",0,0.2,4.9,1.7,0,19,820,0,0,4,13,0,0,0,5,0,0,0,133.2,95.6,36,26.5,0.07,0,0.04,0.11,1.39,1.43,1.21,0.44,5,"Not recommended"
"James McAtee","Sheffield Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p432714.png",0,1.8,4.4,2.6,0.7,41,1002,1,3,2,32,0,0,0,2,0,0,0,174.6,189.5,159,52.3,0.1,0,0.08,0.18,1.85,2.87,0.99,0.18,2,"Not recommended"
"John Fleck","Sheffield Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p47247.png",0,0,4.9,0.8,0,3,89,0,0,0,5,0,0,0,1,0,0,0,5.4,26,2,3.3,0,0,0.35,0.35,3.19,5.06,1.01,0,3,"Not recommended"
"Oliver Norwood","Sheffield Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p79934.png",2,1.2,4.8,1.9,0,34,1271,1,0,0,37,0,0,0,6,0,0,3,269.4,250.6,80,60,0.08,0,0.07,0.15,2.15,2.62,0.99,0,2,"Not recommended"
"Ben Osborn","Sheffield Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p167878.png",1,0.2,4.8,1,0,9,308,0,0,0,5,0,0,0,2,0,0,0,39.2,52.3,9,9.8,0.04,0,0.08,0.12,1.74,1.46,0.88,0,3,"Not recommended"
"Anis Slimane","Sheffield Utd","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p504198.png",2,1.2,4.7,0.9,0,9,314,0,0,1,10,1,0,0,2,0,0,0,28.2,41.2,52,12.2,0.23,0,0.03,0.26,2.18,2.87,0.86,0.29,5,"Not recommended"
"Vini de Souza Costa","Sheffield Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p424001.png",2,2,5,1.8,0,34,1503,0,0,1,40,0,0,0,2,0,0,1,254.8,45.3,58,35.8,0.01,0,0.01,0.02,2,2.4,1.08,0.06,2,"Not recommended"
"Andre Brooks","Sheffield Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p538210.png",2,1.2,4.4,1.5,0,12,402,0,0,1,6,0,0,0,0,0,0,0,35,4.9,13,5.4,0.02,0,0.01,0.03,1.07,1.34,1.34,0.22,5,"Not recommended"
"Gustavo Hamer","Sheffield Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p196100.png",0,1.8,5,2.8,0.2,51,1434,2,2,2,35,0,0,0,5,0,0,3,261.8,371.1,130,76.2,0.1,0,0.1,0.2,1.85,2.2,1.07,0.13,2,"Not recommended"
"Tom Davies","Sheffield Utd","Midfielder","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p173807.png",0,0,5,0.7,0,2,57,0,0,0,5,0,0,0,1,0,0,0,6.4,13,8,2.8,0.14,0,0.06,0.2,3.96,7.89,0,0,3,"Not recommended"
"Ryan Oné","Sheffield Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p585472.png",0,0,4.5,1,0,1,7,0,0,0,2,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,16.46,25.71,0,0,7,"Not recommended"
"Sydie Peck","Sheffield Utd","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p552425.png",0,0,4.4,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1.2,0,0,0,3,"Not recommended"
"Brennan Johnson","Spurs","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p242898.png",6,4.5,5.8,3.1,0.8,53,1071,1,5,3,19,0,0,0,1,0,0,2,200.6,255.7,327,78.3,0.27,0,0.13,0.4,1.79,1.6,1.18,0.25,2,"Not recommended"
"Rodrigo Bentancur","Spurs","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p202993.png",1,0.2,5.4,0.8,0,4,145,0,0,0,6,0,0,0,1,0,0,0,24,21.4,17,6,0.45,0,0.19,0.64,3.17,3.72,1.24,0,1,"Not recommended"
"Yves Bissouma","Spurs","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p227127.png",0,0,5,1.6,0.3,24,1211,0,0,6,17,0,0,0,5,2,0,0,253.2,159.9,120,53.4,0.07,0,0.09,0.16,1.9,1.26,1.11,0.45,2,"Not recommended"
"Bryan Gil Salvatierra","Spurs","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p436234.png",1,0.5,4.9,1.1,0,9,174,0,0,0,10,0,0,0,0,0,0,0,19.8,52,58,13.1,0.34,0,0.1,0.44,2.88,5.17,1.03,0,1,"Not recommended"
"Pierre-Emile Højbjerg","Spurs","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p132015.png",1,1.2,5.2,1.1,0.3,21,729,0,0,1,18,0,0,0,3,0,0,0,163.6,92.5,63,32,0.03,0,0.14,0.17,2.27,2.22,0.49,0.12,5,"Not recommended"
"Dejan Kulusevski","Spurs","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p445044.png",0,4,7.1,4.2,3.9,79,1671,5,2,6,23,0,0,0,5,0,0,9,414,596.8,574,158.2,0.14,0,0.22,0.36,1.67,1.24,1.02,0.32,4,"Can be alternative"
"Giovani Lo Celso","Spurs","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p200826.png",11,3.2,4.8,3.6,0.1,36,408,2,2,1,10,0,0,0,1,0,0,6,180.4,157,75,41.3,0.09,0,0.18,0.27,2.25,2.21,0.88,0.22,2,"Not recommended"
"James Maddison","Spurs","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p172780.png",0,0,7.8,5.7,7.8,63,882,3,6,5,8,0,0,0,2,0,0,6,330,451,316,109.6,0.29,0,0.32,0.61,1.23,0.82,1.12,0.51,4,"Can be alternative"
"Richarlison de Andrade","Spurs","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p212319.png",8,6.5,6.9,4.3,10.5,73,911,6,3,7,8,0,0,0,3,0,0,3,325.2,128.8,444,89.6,0.61,0,0.1,0.71,1.49,0.79,1.19,0.69,4,"Can be alternative"
"Pape Matar Sarr","Spurs","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p482442.png",6,3.2,4.5,2.9,1.7,53,1164,2,2,7,10,0,0,0,4,0,0,2,274.4,245,235,75.8,0.17,0,0.08,0.25,1.44,0.77,1.24,0.54,2,"Not recommended"
"Oliver Skipp","Spurs","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p209042.png",0,0.8,4.6,1,0.1,14,436,0,0,0,11,0,0,0,2,0,0,0,59.2,77.2,47,18,0.1,0,0.02,0.12,2.63,2.27,0.41,0,3,"Not recommended"
"Son Heung-min","Spurs","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p85971.png",9,5.8,9.8,6.8,24.4,136,1690,12,5,6,27,1,0,0,1,0,0,18,631.8,486.3,685,180.2,0.37,0,0.22,0.59,1.74,1.44,1.07,0.32,6,"Recommended"
"Manor Solomon","Spurs","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p235674.png",0,0,5.1,2.8,0.1,14,196,0,2,0,2,0,0,0,1,0,0,2,73.4,144.3,61,28,0.19,0,0.34,0.53,0.82,0.92,0.92,0,1,"Not recommended"
"Saïd Benrahma","West Ham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p172841.png",3,0.5,5.6,1.5,0.4,20,611,0,1,2,8,0,0,1,1,0,0,0,85.4,164.9,196,44.6,0.28,0,0.11,0.39,1.9,1.18,0.74,0.29,5,"Not recommended"
"Jarrod Bowen","West Ham","Midfielder","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p178186.png",3,6.2,8.1,5.8,29,111,1707,11,2,5,29,0,0,0,1,0,0,8,559.6,208.8,712,148.1,0.41,0,0.12,0.53,1.78,1.53,1,0.26,6,"Recommended"
"Maxwel Cornet","West Ham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p149519.png",0,0,5.2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0.2,0,0,0,0,0,0,0,0,3,"Not recommended"
"Pablo Fornals Malla","West Ham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p217593.png",3,1.2,4.6,1.2,0.1,17,328,0,0,1,7,0,0,0,0,0,0,0,48.8,61.9,75,18.6,0.09,0,0.09,0.18,1.99,1.92,0.82,0.27,5,"Not recommended"
"Lucas Tolentino Coelho de Lima","West Ham","Midfielder","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p224024.png",0,5,6,3.5,1.7,63,1517,2,5,4,24,0,0,0,6,0,0,5,347.6,419.7,169,93.6,0.17,0,0.17,0.34,1.6,1.42,1.07,0.24,4,"Can be alternative"
"Tomáš Souček","West Ham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p215439.png",3,4.5,4.9,3.8,1.6,72,1525,5,1,5,24,0,0,0,2,0,0,5,396.6,94,326,81.5,0.27,0,0.03,0.3,1.84,1.42,1.06,0.3,2,"Not recommended"
"Edson Álvarez Velázquez","West Ham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p213999.png",3,3,5,2,0.2,34,1337,0,1,5,18,0,0,0,7,0,0,0,265.6,57,39,36,0.03,0,0.01,0.04,1.76,1.21,1.08,0.34,2,"Not recommended"
"James Ward-Prowse","West Ham","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p101178.png",3,3.8,6,4.3,8.6,82,1682,3,6,5,29,0,0,0,3,0,0,9,482.6,565.2,199,124.6,0.18,0,0.22,0.4,1.81,1.55,1.02,0.27,4,"Can be alternative"
"Mohammed Kudus","West Ham","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p460842.png",0,7,6.8,4.8,4.2,76,961,6,3,3,19,0,0,0,3,0,0,11,336,177.2,191,70.3,0.17,0,0.13,0.3,1.48,1.78,0.94,0.28,4,"Can be alternative"
"Tommy Doyle","Wolves","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p220394.png",2,1.2,4.4,1.2,0.1,15,404,0,0,2,6,0,0,0,2,0,0,0,82.6,67.5,16,16.6,0.02,0,0.11,0.13,1.47,1.34,0.67,0.45,5,"Not recommended"
"Hwang Hee-chan","Wolves","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p184754.png",6,6,5.7,5,6.1,100,1446,10,3,2,23,0,0,0,4,0,0,10,442.8,203.6,451,110,0.37,0,0.14,0.51,1.46,1.43,1.06,0.12,4,"Can be alternative"
"João Victor Gomes da Silva","Wolves","Midfielder","suspended","https://resources.premierleague.com/premierleague/photos/players/250x250/p448089.png",3,2.2,4.9,1.9,0.1,34,1383,0,1,3,24,0,0,0,5,0,0,0,184.4,175.9,64,42.4,0.04,0,0.06,0.1,1.56,1.56,1.11,0.2,2,"Not recommended"
"Mario Lemina","Wolves","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p151086.png",0,5,4.9,3.3,0.2,56,1471,4,0,2,26,0,0,0,7,1,0,10,346.8,95.2,297,74.1,0.19,0,0.03,0.22,1.67,1.59,1.04,0.12,2,"Not recommended"
"Pedro Lomba Neto","Wolves","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p247632.png",1,0.2,5.6,4.8,1.7,53,896,1,8,1,17,0,0,0,3,0,0,5,248,388.7,213,84.5,0.22,0,0.26,0.48,1.7,1.71,1,0.1,4,"Can be alternative"
"Pablo Sarabia","Wolves","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p88484.png",3,4.2,4.7,3.6,0.3,47,670,1,5,4,6,0,0,0,1,0,0,4,221.6,423.8,126,77.3,0.17,0,0.43,0.6,1.33,0.81,1.07,0.54,4,"Can be alternative"
"Boubacar Traoré","Wolves","Midfielder","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p476502.png",1,0.2,4.3,1.1,0.4,13,381,0,0,0,11,0,0,0,1,0,0,0,48.4,57,10,11.7,0.02,0,0.06,0.08,2.27,2.6,0.71,0,3,"Not recommended"
"Jean-Ricner Bellegarde","Wolves","Midfielder","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p231057.png",1,2.2,4.9,2.5,0,27,515,2,1,0,12,0,0,0,0,1,0,1,151.6,89.4,91,33.1,0.1,0,0.1,0.2,2.29,2.1,1.05,0,5,"Not recommended"
"Gabriel Fernando de Jesus","Arsenal","Forward","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p205651.png",1,3.2,8,3.2,4.5,48,934,3,2,5,11,0,0,0,4,0,0,8,216.6,233.9,500,95,0.46,0,0.14,0.6,0.88,1.06,1.06,0.48,2,"Can be alternative"
"Eddie Nketiah","Arsenal","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p205533.png",2,1.8,5.3,3.2,4.3,60,958,5,3,6,8,0,0,0,3,0,0,5,207.6,108.9,348,65.4,0.39,0,0.03,0.42,0.86,0.75,0.94,0.56,2,"Can be alternative"
"Jhon Durán","Aston Villa","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p476344.png",4,1.5,5,1.8,0.2,23,148,2,1,0,1,0,0,0,4,0,0,3,81.2,30.5,69,17.7,0.49,0,0.03,0.52,1.3,0.61,0,0,5,"Not recommended"
"Ollie Watkins","Aston Villa","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p178301.png",8,5.2,8.9,6,55.9,120,1759,9,11,4,27,0,0,0,3,0,0,14,537.2,372.5,759,167,0.45,0,0.14,0.59,1.26,1.38,1.02,0.2,6,"Recommended"
"Kieffer Moore","Bournemouth","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p128340.png",0,0.3,4.6,1.9,0.2,13,93,1,0,0,1,0,0,0,0,0,0,2,37.4,17.6,80,13.1,1,0,0.31,1.31,1.8,0.97,0,0,5,"Not recommended"
"Antoine Semenyo","Bournemouth","Forward","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p437730.png",1,2.3,4.6,2.9,2.3,47,843,3,3,4,15,0,0,0,3,0,0,4,198.6,152.4,322,67.2,0.2,0,0.08,0.28,1.47,1.6,1.17,0.43,2,"Can be alternative"
"Dominic Solanke","Bournemouth","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p154566.png",2,8.3,7.1,5.2,27.3,98,1695,12,1,5,33,0,0,0,1,0,0,10,518.4,185.4,798,150.2,0.57,0,0.05,0.62,1.61,1.75,1.01,0.27,3,"Can be alternative"
"Yoane Wissa","Brentford","Forward","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p216646.png",2,3.7,5.7,3.4,5.1,65,1543,4,2,6,24,0,0,0,2,0,0,8,248.6,201.5,461,90.4,0.37,0,0.06,0.43,1.24,1.4,1.05,0.35,2,"Can be alternative"
"Neal Maupay","Brentford","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p115382.png",1,2,4.9,2.6,1,41,799,2,3,2,18,0,0,0,3,0,0,4,165.6,152.3,374,68.9,0.56,0,0.16,0.72,1.44,2.03,0.79,0.23,2,"Can be alternative"
"Evan Ferguson","Brighton","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p487117.png",1,1.5,5.9,3.2,5.3,57,957,6,1,1,22,0,0,0,1,0,0,5,255.8,78.1,309,64.2,0.35,0,0.06,0.41,1.69,2.07,1.03,0.09,2,"Can be alternative"
"João Pedro Junqueira de Jesus","Brighton","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p475168.png",2,5.2,5.4,3.5,13.2,71,1138,7,2,2,20,0,0,0,2,0,0,9,413.2,271.9,548,123.4,0.59,0,0.21,0.8,1.53,1.58,0.71,0.16,3,"Can be alternative"
"Danny Welbeck","Brighton","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p50175.png",2,4,5.7,2.6,0.7,31,597,2,1,4,8,0,0,0,1,0,0,4,121.4,103.1,179,40.4,0.26,0,0.07,0.33,1.35,1.21,1.36,0.6,2,"Can be alternative"
"Lyle Foster","Burnley","Forward","doubtful","https://resources.premierleague.com/premierleague/photos/players/250x250/p435973.png",6,3.5,4.8,4.3,0.5,47,892,4,3,2,23,0,0,0,0,1,0,4,245.4,117.9,198,56.1,0.19,0,0.05,0.24,1.95,2.32,1.01,0.2,2,"Can be alternative"
"Michael Obafemi","Burnley","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p220598.png",0,0,4.9,1,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0.6,17,1.7,0.52,0,0.05,0.57,0.14,0,0,0,5,"Not recommended"
"Jay Rodriguez","Burnley","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p44683.png",0,0.5,5.3,2.5,0.3,33,695,2,1,1,14,0,0,0,0,0,0,3,129.8,50.7,206,38,0.43,0,0.01,0.44,1.38,1.81,0.91,0.13,2,"Can be alternative"
"Zeki Amdouni","Burnley","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p492831.png",7,3.2,5.3,2.8,0.3,54,1370,3,1,4,25,0,0,0,1,0,0,6,253.2,168.7,359,78.2,0.21,0,0.06,0.27,1.56,1.64,1.25,0.26,2,"Can be alternative"
"Armando Broja","Chelsea","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p440323.png",2,1.2,4.9,1.8,0.2,22,383,1,1,2,5,0,0,0,0,0,0,0,50.2,41.4,123,20.7,0.46,0,0.03,0.49,1.2,1.17,1.17,0.47,5,"Not recommended"
"Nicolas Jackson","Chelsea","Forward","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p517052.png",5,3.5,6.9,3.5,4.8,66,1449,7,2,4,25,0,0,0,8,0,0,5,384.6,244.2,617,124.2,0.62,0,0.11,0.73,1.48,1.55,0.99,0.25,3,"Can be alternative"
"Christopher Nkunku","Chelsea","Forward","injured/international duty","https://resources.premierleague.com/premierleague/photos/players/250x250/p213198.png",1,2.5,7.4,3.3,2.7,10,130,1,0,0,4,0,0,0,0,0,0,2,38.2,22.8,72,13,0.62,0,0.15,0.77,2.19,2.77,0.69,0,5,"Not recommended"
"Deivid Washington de Souza Eugênio","Chelsea","Forward","available","https://resources.premierleague.com/premierleague/photos/players/250x250/p617054.png",0,0,4.5,1,0.1,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0.1,4,0.4,4.7,0,0,4.7,16.4,10,0,0,4,"Not recommended"
